UMAP_1,UMAP_2,class,image_pixels
0.7337499,7.217815,3,"[0.0, 0.0, 10.0, 16.0, 10.0, 1.0, 0.0, 0.0, 0.0, 6.0, 14.0, 6.0, 16.0, 3.0, 0.0, 0.0, 0.0, 5.0, 4.0, 5.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 14.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 11.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 8.0, 0.0, 0.0, 0.0, 9.0, 8.0, 8.0, 15.0, 6.0, 0.0, 0.0, 0.0, 9.0, 15.0, 15.0, 9.0, 0.0, 0.0]"
5.4475174,16.980253,4,"[0.0, 0.0, 0.0, 12.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 5.0, 0.0, 4.0, 4.0, 0.0, 0.0, 4.0, 15.0, 2.0, 3.0, 15.0, 9.0, 0.0, 0.0, 2.0, 15.0, 16.0, 16.0, 16.0, 4.0, 0.0, 0.0, 0.0, 2.0, 8.0, 16.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 9.0, 0.0, 0.0, 0.0]"
-3.079635,1.9276303,5,"[0.0, 0.0, 6.0, 8.0, 12.0, 14.0, 0.0, 0.0, 0.0, 5.0, 16.0, 15.0, 12.0, 7.0, 0.0, 0.0, 0.0, 8.0, 16.0, 13.0, 4.0, 0.0, 0.0, 0.0, 0.0, 2.0, 11.0, 8.0, 14.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 5.0, 0.0, 0.0, 1.0, 9.0, 8.0, 12.0, 14.0, 1.0, 0.0, 0.0, 0.0, 10.0, 15.0, 12.0, 3.0, 0.0, 0.0]"
6.364458,-7.3203635,6,"[0.0, 0.0, 3.0, 13.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 14.0, 14.0, 16.0, 13.0, 2.0, 0.0, 0.0, 3.0, 16.0, 9.0, 1.0, 4.0, 12.0, 0.0, 0.0, 0.0, 14.0, 10.0, 5.0, 11.0, 11.0, 0.0, 0.0, 0.0, 3.0, 13.0, 15.0, 8.0, 0.0, 0.0]"
-2.8428712,15.156818,7,"[0.0, 0.0, 6.0, 16.0, 16.0, 16.0, 16.0, 10.0, 0.0, 0.0, 6.0, 10.0, 8.0, 14.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 8.0, 0.0, 0.0, 0.0, 2.0, 10.0, 14.0, 15.0, 6.0, 0.0, 0.0, 0.0, 6.0, 16.0, 16.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 15.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 13.0, 1.0, 0.0, 0.0, 0.0]"
-2.5918279,7.862428,8,"[0.0, 0.0, 1.0, 10.0, 13.0, 13.0, 1.0, 0.0, 0.0, 1.0, 13.0, 10.0, 4.0, 14.0, 4.0, 0.0, 0.0, 8.0, 13.0, 0.0, 7.0, 12.0, 0.0, 0.0, 0.0, 2.0, 12.0, 14.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 15.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 8.0, 7.0, 3.0, 13.0, 3.0, 0.0, 0.0, 0.0, 8.0, 8.0, 0.0, 13.0, 4.0, 0.0, 0.0, 0.0, 1.0, 11.0, 16.0, 16.0, 2.0, 0.0]"
-3.8000615,13.400166,9,"[0.0, 0.0, 6.0, 12.0, 13.0, 5.0, 0.0, 0.0, 0.0, 2.0, 16.0, 9.0, 8.0, 15.0, 2.0, 0.0, 0.0, 8.0, 12.0, 0.0, 3.0, 15.0, 8.0, 0.0, 0.0, 4.0, 15.0, 12.0, 16.0, 13.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 14.0, 0.0, 0.0, 0.0]"
17.850782,7.253301,0,"[0.0, 0.0, 4.0, 13.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 16.0, 15.0, 7.0, 0.0, 0.0, 0.0, 3.0, 16.0, 9.0, 6.0, 15.0, 6.0, 0.0, 0.0, 8.0, 14.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 8.0, 12.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 11.0, 6.0, 0.0, 0.0, 0.0, 14.0, 10.0, 12.0, 14.0, 1.0, 0.0, 0.0, 0.0, 7.0, 15.0, 11.0, 2.0, 0.0, 0.0]"
-6.004313,9.885927,1,"[0.0, 0.0, 0.0, 0.0, 14.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 16.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 12.0, 16.0, 16.0, 4.0, 0.0, 0.0, 0.0, 1.0, 13.0, 12.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 10.0, 0.0, 0.0]"
8.490993,3.8629346,2,"[0.0, 0.0, 10.0, 16.0, 11.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 10.0, 15.0, 2.0, 0.0, 0.0, 0.0, 11.0, 11.0, 2.0, 16.0, 5.0, 0.0, 0.0, 0.0, 7.0, 5.0, 6.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 15.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 16.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 14.0, 8.0, 10.0, 5.0, 0.0, 0.0, 0.0, 12.0, 16.0, 16.0, 16.0, 15.0, 0.0]"
0.85807514,7.7772703,3,"[0.0, 0.0, 6.0, 15.0, 16.0, 10.0, 0.0, 0.0, 0.0, 3.0, 16.0, 11.0, 15.0, 10.0, 0.0, 0.0, 0.0, 4.0, 10.0, 10.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 9.0, 16.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 6.0, 0.0, 0.0, 0.0, 3.0, 9.0, 12.0, 16.0, 5.0, 0.0, 0.0, 0.0, 9.0, 16.0, 16.0, 8.0, 0.0, 0.0]"
5.2239475,17.059818,4,"[0.0, 0.0, 0.0, 13.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 15.0, 1.0, 1.0, 4.0, 0.0, 0.0, 6.0, 16.0, 10.0, 9.0, 15.0, 14.0, 0.0, 0.0, 9.0, 16.0, 16.0, 16.0, 16.0, 4.0, 0.0, 0.0, 2.0, 8.0, 12.0, 16.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 15.0, 1.0, 0.0, 0.0]"
-4.8554206,0.8858273,5,"[0.0, 0.0, 15.0, 16.0, 16.0, 15.0, 9.0, 0.0, 0.0, 6.0, 16.0, 13.0, 12.0, 12.0, 11.0, 2.0, 0.0, 3.0, 15.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 8.0, 0.0, 0.0, 0.0, 0.0, 1.0, 14.0, 14.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 16.0, 3.0, 0.0, 0.0, 0.0]"
6.6684704,-7.284652,6,"[0.0, 0.0, 0.0, 13.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 3.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0, 13.0, 16.0, 16.0, 6.0, 0.0, 0.0, 1.0, 16.0, 11.0, 4.0, 7.0, 12.0, 0.0, 0.0, 0.0, 11.0, 12.0, 5.0, 13.0, 9.0, 0.0, 0.0, 0.0, 1.0, 12.0, 15.0, 11.0, 2.0, 0.0]"
-3.440421,15.724686,7,"[0.0, 0.0, 4.0, 12.0, 16.0, 10.0, 0.0, 0.0, 0.0, 0.0, 15.0, 12.0, 12.0, 11.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 9.0, 7.0, 0.0, 0.0, 0.0, 0.0, 4.0, 7.0, 15.0, 13.0, 7.0, 0.0, 0.0, 6.0, 16.0, 16.0, 15.0, 10.0, 3.0, 0.0, 0.0, 1.0, 4.0, 12.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 12.0, 0.0, 0.0, 0.0, 0.0]"
-3.799843,8.409302,8,"[0.0, 0.0, 2.0, 12.0, 16.0, 10.0, 0.0, 0.0, 0.0, 0.0, 12.0, 7.0, 1.0, 13.0, 4.0, 0.0, 0.0, 3.0, 16.0, 0.0, 8.0, 12.0, 0.0, 0.0, 0.0, 4.0, 16.0, 11.0, 14.0, 1.0, 0.0, 0.0, 0.0, 0.0, 7.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 12.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 8.0, 7.0, 13.0, 4.0, 0.0, 0.0, 0.0, 0.0, 3.0, 13.0, 16.0, 3.0, 0.0, 0.0]"
-3.8815374,13.365983,9,"[0.0, 0.0, 4.0, 14.0, 16.0, 15.0, 1.0, 0.0, 0.0, 5.0, 16.0, 8.0, 4.0, 16.0, 7.0, 0.0, 0.0, 8.0, 13.0, 0.0, 4.0, 16.0, 12.0, 0.0, 0.0, 7.0, 16.0, 15.0, 16.0, 13.0, 3.0, 0.0, 0.0, 0.0, 6.0, 12.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 2.0, 0.0, 0.0, 0.0]"
17.36819,7.8474865,0,"[0.0, 0.0, 5.0, 15.0, 12.0, 8.0, 0.0, 0.0, 0.0, 0.0, 13.0, 16.0, 10.0, 13.0, 3.0, 0.0, 0.0, 5.0, 16.0, 9.0, 0.0, 8.0, 4.0, 0.0, 0.0, 4.0, 13.0, 1.0, 0.0, 4.0, 8.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 8.0, 4.0, 0.0, 0.0, 1.0, 14.0, 0.0, 0.0, 11.0, 3.0, 0.0, 0.0, 0.0, 12.0, 9.0, 9.0, 15.0, 0.0, 0.0, 0.0, 0.0, 4.0, 14.0, 15.0, 4.0, 0.0, 0.0]"
-5.590583,9.098635,1,"[0.0, 0.0, 0.0, 4.0, 13.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 16.0, 16.0, 1.0, 0.0, 0.0, 0.0, 3.0, 14.0, 16.0, 13.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 16.0, 5.0, 0.0, 0.0, 0.0, 3.0, 15.0, 16.0, 16.0, 4.0, 0.0, 0.0, 0.0, 4.0, 16.0, 16.0, 16.0, 6.0, 0.0, 0.0, 0.0, 2.0, 8.0, 15.0, 16.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 14.0, 12.0, 0.0, 0.0]"
8.2836685,3.6249378,2,"[0.0, 1.0, 13.0, 16.0, 16.0, 4.0, 0.0, 0.0, 0.0, 9.0, 15.0, 6.0, 13.0, 8.0, 0.0, 0.0, 0.0, 5.0, 10.0, 0.0, 12.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 16.0, 10.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 16.0, 13.0, 8.0, 8.0, 5.0, 0.0, 0.0, 1.0, 10.0, 14.0, 16.0, 16.0, 16.0, 0.0]"
1.2128478,7.3594136,3,"[0.0, 0.0, 8.0, 14.0, 14.0, 4.0, 0.0, 0.0, 0.0, 5.0, 12.0, 4.0, 7.0, 12.0, 0.0, 0.0, 0.0, 4.0, 2.0, 3.0, 13.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 9.0, 14.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 8.0, 0.0, 0.0, 0.0, 3.0, 4.0, 4.0, 13.0, 7.0, 0.0, 0.0, 0.0, 11.0, 16.0, 15.0, 5.0, 0.0, 0.0]"
5.451186,17.193443,4,"[0.0, 0.0, 1.0, 11.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 16.0, 5.0, 0.0, 1.0, 2.0, 0.0, 0.0, 6.0, 16.0, 2.0, 1.0, 13.0, 10.0, 0.0, 0.0, 7.0, 16.0, 9.0, 15.0, 13.0, 0.0, 0.0, 0.0, 2.0, 9.0, 12.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 7.0, 0.0, 0.0, 0.0]"
-3.51267,1.6566967,5,"[0.0, 0.0, 11.0, 7.0, 12.0, 15.0, 1.0, 0.0, 0.0, 1.0, 16.0, 14.0, 9.0, 6.0, 0.0, 0.0, 0.0, 8.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 14.0, 15.0, 15.0, 5.0, 0.0, 0.0, 0.0, 1.0, 6.0, 4.0, 10.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 11.0, 0.0, 0.0, 0.0, 0.0, 10.0, 4.0, 13.0, 8.0, 0.0, 0.0, 0.0, 0.0, 12.0, 16.0, 10.0, 1.0, 0.0, 0.0]"
6.6790915,-7.7861285,6,"[0.0, 0.0, 4.0, 12.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 12.0, 7.0, 12.0, 6.0, 2.0, 0.0, 0.0, 4.0, 15.0, 15.0, 12.0, 13.0, 11.0, 0.0, 0.0, 1.0, 13.0, 16.0, 5.0, 11.0, 12.0, 0.0, 0.0, 0.0, 5.0, 13.0, 16.0, 11.0, 1.0, 0.0]"
-2.3600798,15.5503645,7,"[0.0, 0.0, 4.0, 13.0, 16.0, 16.0, 16.0, 10.0, 0.0, 0.0, 11.0, 15.0, 12.0, 13.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 11.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 15.0, 2.0, 0.0, 0.0, 0.0, 14.0, 13.0, 15.0, 15.0, 6.0, 0.0, 0.0, 0.0, 15.0, 16.0, 15.0, 9.0, 2.0, 0.0, 0.0, 0.0, 1.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 14.0, 2.0, 0.0, 0.0, 0.0]"
-3.7561445,8.390507,8,"[0.0, 0.0, 2.0, 11.0, 16.0, 12.0, 2.0, 0.0, 0.0, 0.0, 11.0, 7.0, 4.0, 7.0, 8.0, 0.0, 0.0, 5.0, 14.0, 4.0, 0.0, 8.0, 4.0, 0.0, 0.0, 2.0, 15.0, 9.0, 6.0, 11.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 13.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 10.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 12.0, 16.0, 3.0, 0.0, 0.0]"
-1.5466913,3.9499416,9,"[0.0, 0.0, 9.0, 16.0, 12.0, 2.0, 0.0, 0.0, 0.0, 0.0, 16.0, 3.0, 5.0, 10.0, 0.0, 0.0, 0.0, 0.0, 13.0, 4.0, 14.0, 16.0, 4.0, 0.0, 0.0, 0.0, 4.0, 16.0, 16.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 10.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 6.0, 0.0, 0.0, 0.0, 12.0, 1.0, 1.0, 13.0, 3.0, 0.0, 0.0, 0.0, 8.0, 15.0, 16.0, 9.0, 0.0, 0.0]"
17.300331,7.8196187,0,"[0.0, 0.0, 2.0, 12.0, 15.0, 12.0, 1.0, 0.0, 0.0, 1.0, 14.0, 14.0, 14.0, 11.0, 8.0, 0.0, 0.0, 5.0, 16.0, 3.0, 0.0, 2.0, 8.0, 0.0, 0.0, 8.0, 14.0, 0.0, 0.0, 6.0, 8.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 9.0, 4.0, 0.0, 0.0, 1.0, 16.0, 1.0, 1.0, 14.0, 1.0, 0.0, 0.0, 0.0, 11.0, 9.0, 11.0, 8.0, 0.0, 0.0, 0.0, 0.0, 2.0, 13.0, 14.0, 1.0, 0.0, 0.0]"
-1.0663571,3.4751878,9,"[0.0, 0.0, 3.0, 11.0, 13.0, 5.0, 0.0, 0.0, 0.0, 0.0, 10.0, 12.0, 5.0, 16.0, 0.0, 0.0, 0.0, 0.0, 7.0, 10.0, 6.0, 15.0, 4.0, 0.0, 0.0, 0.0, 2.0, 13.0, 16.0, 14.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 11.0, 0.0, 0.0, 0.0, 9.0, 7.0, 0.0, 8.0, 11.0, 0.0, 0.0, 0.0, 3.0, 9.0, 16.0, 16.0, 6.0, 0.0]"
-3.494105,1.7604716,5,"[0.0, 0.0, 6.0, 8.0, 8.0, 13.0, 3.0, 0.0, 0.0, 1.0, 14.0, 14.0, 12.0, 9.0, 3.0, 0.0, 0.0, 4.0, 16.0, 8.0, 2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 13.0, 15.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 15.0, 0.0, 0.0, 0.0, 0.0, 6.0, 8.0, 13.0, 8.0, 0.0, 0.0, 0.0, 0.0, 9.0, 15.0, 8.0, 0.0, 0.0, 0.0]"
-2.927858,1.5084436,5,"[0.0, 0.0, 3.0, 8.0, 9.0, 9.0, 0.0, 0.0, 0.0, 6.0, 16.0, 12.0, 8.0, 5.0, 0.0, 0.0, 0.0, 11.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 16.0, 10.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 8.0, 13.0, 10.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 7.0, 0.0, 0.0, 0.0, 5.0, 2.0, 4.0, 13.0, 8.0, 0.0, 0.0, 0.0, 7.0, 16.0, 14.0, 8.0, 0.0, 0.0]"
7.0478454,-7.1163607,6,"[0.0, 0.0, 0.0, 8.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 12.0, 16.0, 14.0, 0.0, 0.0, 0.0, 0.0, 14.0, 15.0, 6.0, 8.0, 11.0, 0.0, 0.0, 3.0, 12.0, 14.0, 5.0, 10.0, 13.0, 0.0, 0.0, 0.0, 0.0, 9.0, 16.0, 13.0, 5.0, 0.0]"
-2.6471238,2.0115857,5,"[0.0, 1.0, 5.0, 11.0, 15.0, 4.0, 0.0, 0.0, 0.0, 8.0, 16.0, 13.0, 6.0, 2.0, 0.0, 0.0, 0.0, 11.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 16.0, 16.0, 11.0, 2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 5.0, 12.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 11.0, 0.0, 0.0, 0.0, 1.0, 6.0, 0.0, 10.0, 11.0, 0.0, 0.0, 0.0, 2.0, 12.0, 16.0, 15.0, 2.0, 0.0]"
17.126322,7.89581,0,"[0.0, 0.0, 9.0, 16.0, 15.0, 14.0, 1.0, 0.0, 0.0, 1.0, 15.0, 15.0, 5.0, 10.0, 7.0, 0.0, 0.0, 6.0, 16.0, 1.0, 0.0, 1.0, 8.0, 0.0, 0.0, 8.0, 13.0, 0.0, 0.0, 4.0, 8.0, 0.0, 0.0, 7.0, 6.0, 0.0, 0.0, 6.0, 6.0, 0.0, 0.0, 5.0, 9.0, 0.0, 0.0, 13.0, 1.0, 0.0, 0.0, 0.0, 16.0, 5.0, 12.0, 12.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 10.0, 1.0, 0.0, 0.0]"
-1.2427791,4.43334,9,"[0.0, 0.0, 7.0, 13.0, 16.0, 7.0, 0.0, 0.0, 0.0, 2.0, 16.0, 6.0, 5.0, 12.0, 1.0, 0.0, 0.0, 4.0, 12.0, 0.0, 1.0, 16.0, 4.0, 0.0, 0.0, 1.0, 12.0, 12.0, 13.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 8.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 13.0, 0.0, 0.0, 0.0, 0.0, 8.0, 3.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0, 15.0, 3.0, 0.0, 0.0]"
-2.7577455,8.683441,8,"[0.0, 0.0, 4.0, 15.0, 14.0, 10.0, 1.0, 0.0, 0.0, 0.0, 7.0, 9.0, 0.0, 9.0, 8.0, 0.0, 0.0, 0.0, 11.0, 9.0, 2.0, 13.0, 7.0, 0.0, 0.0, 0.0, 4.0, 15.0, 14.0, 4.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0, 15.0, 1.0, 0.0, 0.0, 0.0, 4.0, 14.0, 1.0, 13.0, 7.0, 0.0, 0.0, 0.0, 7.0, 13.0, 1.0, 5.0, 13.0, 0.0, 0.0, 0.0, 0.0, 7.0, 14.0, 16.0, 16.0, 1.0, 0.0]"
-0.82824075,3.8369331,9,"[0.0, 0.0, 4.0, 12.0, 16.0, 12.0, 0.0, 0.0, 0.0, 5.0, 16.0, 8.0, 4.0, 12.0, 2.0, 0.0, 0.0, 12.0, 6.0, 0.0, 0.0, 13.0, 4.0, 0.0, 0.0, 6.0, 16.0, 13.0, 16.0, 16.0, 7.0, 0.0, 0.0, 0.0, 3.0, 4.0, 1.0, 8.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 0.0, 8.0, 9.0, 2.0, 9.0, 9.0, 0.0, 0.0, 0.0, 2.0, 13.0, 16.0, 15.0, 3.0, 0.0]"
-2.807065,8.342926,8,"[0.0, 0.0, 5.0, 12.0, 15.0, 10.0, 1.0, 0.0, 0.0, 2.0, 14.0, 7.0, 4.0, 9.0, 7.0, 0.0, 0.0, 7.0, 15.0, 7.0, 0.0, 9.0, 8.0, 0.0, 0.0, 1.0, 5.0, 15.0, 11.0, 13.0, 3.0, 0.0, 0.0, 0.0, 3.0, 15.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 15.0, 9.0, 12.0, 7.0, 0.0, 0.0, 0.0, 0.0, 15.0, 5.0, 8.0, 12.0, 0.0, 0.0, 0.0, 0.0, 4.0, 14.0, 16.0, 11.0, 0.0, 0.0]"
4.9161563,16.945745,4,"[0.0, 0.0, 0.0, 7.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 15.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 11.0, 0.0, 2.0, 2.0, 0.0, 0.0, 5.0, 14.0, 2.0, 1.0, 13.0, 7.0, 0.0, 0.0, 7.0, 15.0, 2.0, 8.0, 16.0, 3.0, 0.0, 0.0, 3.0, 14.0, 16.0, 16.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 2.0, 0.0, 0.0]"
-5.4868474,8.494664,1,"[0.0, 0.0, 7.0, 12.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 16.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 11.0, 16.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 16.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 16.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 16.0, 16.0, 0.0, 0.0, 0.0, 0.0, 1.0, 14.0, 16.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 12.0, 9.0, 0.0, 0.0]"
-3.4176617,15.937861,7,"[0.0, 0.0, 6.0, 16.0, 16.0, 9.0, 0.0, 0.0, 0.0, 0.0, 14.0, 9.0, 12.0, 11.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 9.0, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 16.0, 10.0, 6.0, 0.0, 0.0, 0.0, 10.0, 16.0, 14.0, 11.0, 5.0, 0.0, 0.0, 0.0, 5.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 8.0, 0.0, 0.0, 0.0, 0.0]"
